Index,Micros,BMP,Temperature (°C),Pressure (hPa),Altitude (m),,,,,,
Index,Micros,GPS,Latitude,Longitude,Altitude,Speed,Satellites,,,,
Index,Micros,BNO,Yaw,Pitch,Roll,MagX,MagY,MagZ,AccX,AccY,AccZ
,,,,,,,,,,,
3034,230764715,BMP390,20.52,1007.52,-0.71,,,,,,
3035,230824007,BNO,-109.78,8.56,-97.82,-14.81,-39.38,-104.88,0.26,-0.48,-0.77
3036,230862542,BMP390,20.52,1007.52,-0.74,,,,,,
3037,230921873,BNO,-110.39,9.34,-100.31,-14.81,-39.38,-104.88,0.26,-0.48,-0.77
3038,230982461,GPS,0,0,0,0,0,0,,,
3039,231033601,BMP390,20.52,1007.54,-0.86,,,,,,
3040,231092914,BNO,-110.39,9.34,-100.31,-14.81,-39.38,-104.88,1.45,-0.46,0.55
3041,231131248,BMP390,20.52,1007.54,-0.92,,,,,,
3042,231192165,BNO,-110.39,9.34,-100.31,-14.81,-39.38,-104.88,1.27,-1.41,0.43
3043,231252181,GPS,0,0,0,0,0,0,,,
3044,231303945,BMP390,20.52,1007.54,-0.86,,,,,,
3045,231363274,BNO,-110.84,0.61,-106.51,-14.81,-39.38,-104.88,1.27,-1.41,0.43
3046,231401723,BMP390,20.52,1007.54,-0.92,,,,,,
3047,231460981,BNO,-110.84,0.61,-106.51,-14.81,-39.38,-104.88,-1.21,1.49,-0.96
3048,231520861,GPS,0,0,0,0,0,0,,,
3049,231572658,BMP390,20.52,1007.54,-0.88,,,,,,
3050,231631905,BNO,-127.08,-2.44,-102.14,-14.81,-39.38,-104.88,-1.21,1.49,-0.96
3051,231672070,BMP390,20.52,1007.53,-0.83,,,,,,
3052,231731371,BNO,-135.44,-0.38,-100.25,-14.81,-39.38,-104.88,-1.21,1.49,-0.96
3053,231792024,GPS,0,0,0,0,0,0,,,
3054,231844429,BMP390,20.52,1007.53,-0.78,,,,,,
3055,231903695,BNO,-135.44,-0.38,-100.25,-14.81,-39.38,-104.88,-0.25,1.6,-1.25
3056,231942465,BMP390,20.52,1007.52,-0.71,,,,,,
3057,232001792,BNO,-147.7,1.67,-94.48,-14.81,-39.38,-104.88,-0.25,1.6,-1.25
3058,232061692,GPS,0,0,0,0,0,0,,,
3059,232114338,BMP390,20.52,1007.51,-0.65,,,,,,
3060,232173620,BNO,-147.7,1.67,-94.48,-14.81,-39.38,-104.88,-0.5,0.06,-0.64
3061,232211933,BMP390,20.51,1007.52,-0.71,,,,,,
3062,232271231,BNO,-158.68,-4.94,-92.37,-14.81,-39.38,-104.88,-0.5,0.06,-0.64
3063,232331162,GPS,0,0,0,0,0,0,,,
3064,232382731,BMP390,20.52,1007.52,-0.76,,,,,,
3065,232441978,BNO,-158.68,-4.94,-92.37,-14.81,-39.38,-104.88,0.21,-0.83,0.13
3066,232480078,BMP390,20.51,1007.53,-0.76,,,,,,
3067,232539400,BNO,-162.9,-3.62,-96.85,-14.81,-39.38,-104.88,0.21,-0.83,0.13
3068,232601948,GPS,0,0,0,0,0,0,,,
3069,232652658,BMP390,20.51,1007.52,-0.69,,,,,,
3070,232711986,BNO,-163.77,-5.26,-96.1,-14.81,-39.38,-104.88,0.21,-0.83,0.13
3071,232750092,BMP390,20.51,1007.52,-0.68,,,,,,
3072,232809400,BNO,-164.37,-4.73,-95.69,-14.81,-39.38,-104.88,0.21,-0.83,0.13
3073,232869179,GPS,0,0,0,0,0,0,,,
3074,232920458,BMP390,20.51,1007.52,-0.7,,,,,,
3075,232979740,BNO,-167.43,-5.58,-96.06,-14.81,-39.38,-104.88,0.21,-0.83,0.13
3076,233016569,BMP390,20.51,1007.51,-0.63,,,,,,
3077,233077494,BNO,-167.43,-5.58,-96.06,-14.81,-39.38,-104.88,-0.1,0.16,-0.41
3078,233137580,GPS,0,0,0,0,0,0,,,
3079,233187680,BMP390,20.51,1007.51,-0.61,,,,,,
3080,233246940,BNO,-167.43,-5.58,-96.06,-14.81,-39.38,-104.88,-0.42,0.59,-0.68
3081,233285206,BMP390,20.51,1007.51,-0.6,,,,,,
3082,233344525,BNO,-174.29,-11.05,-95,-14.81,-39.38,-104.88,-0.42,0.59,-0.68
3083,233405118,GPS,0,0,0,0,0,0,,,
3084,233456085,BMP390,20.51,1007.51,-0.59,,,,,,
3085,233515399,BNO,-178.11,-8.83,-95.42,-14.81,-39.38,-104.88,-0.42,0.59,-0.68
3086,233554899,BMP390,20.51,1007.51,-0.59,,,,,,
3087,233614242,BNO,-179.64,-7.41,-95.44,-14.81,-39.38,-104.88,-0.42,0.59,-0.68
3088,233674008,GPS,0,0,0,0,0,0,,,
3089,233726283,BMP390,20.51,1007.5,-0.56,,,,,,
3090,233785568,BNO,-179.64,-7.41,-95.44,8.25,13.06,-52.19,-0.42,0.59,-0.68
3091,233823125,BMP390,20.51,1007.5,-0.57,,,,,,
3092,233882448,BNO,-179.64,-7.41,-95.44,8.81,15.06,-53.5,-0.42,0.59,-0.68
3093,233942617,GPS,0,0,0,0,0,0,,,
3094,233994869,BMP390,20.51,1007.5,-0.51,,,,,,
3095,234054147,BNO,-179.64,-7.41,-95.44,8.81,15.06,-53.5,0.04,0.45,0.07
3096,234092458,BMP390,20.51,1007.49,-0.48,,,,,,
3097,234151777,BNO,171.91,-8.43,-93.38,8.81,15.06,-53.5,0.04,0.45,0.07
3098,234212320,GPS,0,0,0,0,0,0,,,
3099,234262844,BMP390,20.51,1007.49,-0.48,,,,,,
3100,234322160,BNO,171.91,-8.43,-93.38,8.81,15.06,-53.5,-0.27,0.22,-0.27
3101,234360918,BMP390,20.5,1007.5,-0.54,,,,,,
3102,234420255,BNO,170.55,-8.86,-93.18,8.81,15.06,-53.5,-0.27,0.22,-0.27
3103,234481836,GPS,0,0,0,0,0,0,,,
3104,234533168,BMP390,20.51,1007.51,-0.61,,,,,,
3105,234592441,BNO,169.78,-8.83,-93.05,8.81,15.06,-53.5,-0.27,0.22,-0.27
3106,234630622,BMP390,20.5,1007.51,-0.65,,,,,,
3107,234689937,BNO,169.65,-8.64,-92.1,8.81,15.06,-53.5,-0.27,0.22,-0.27
3108,234750258,GPS,0,0,0,0,0,0,,,
3109,234801707,BMP390,20.5,1007.52,-0.67,,,,,,
3110,234860971,BNO,169.65,-8.64,-92.1,9.75,14.56,-51.44,-0.27,0.22,-0.27
3111,234899151,BMP390,20.5,1007.52,-0.68,,,,,,
3112,234956993,BNO,168.74,-8.43,-93.81,9.75,14.56,-51.44,-0.27,0.22,-0.27
3113,235017617,GPS,0,0,0,0,0,0,,,
3114,235069389,BMP390,20.5,1007.52,-0.68,,,,,,
3115,235128678,BNO,166.85,-9.39,-94.57,9.75,14.56,-51.44,-0.27,0.22,-0.27
3116,235166598,BMP390,20.5,1007.52,-0.7,,,,,,
3117,235225916,BNO,166.85,-9.39,-94.57,9.75,14.56,-51.44,-0.29,-0.66,-0.18
3118,235285736,GPS,0,0,0,0,0,0,,,
3119,235336424,BMP390,20.5,1007.51,-0.64,,,,,,
3120,235395704,BNO,166.85,-9.39,-94.57,7.25,15.75,-48.88,-0.29,-0.66,-0.18
3121,235435452,BMP390,20.5,1007.5,-0.58,,,,,,
3122,235494777,BNO,166.85,-9.39,-94.57,7.25,15.75,-48.88,-0.4,-0.46,0.17
3123,235555166,GPS,0,0,0,0,0,0,,,
3124,235605682,BMP390,20.5,1007.51,-0.64,,,,,,
3125,235664965,BNO,165.23,-6.14,-88.88,7.25,15.75,-48.88,-0.4,-0.46,0.17
3126,235702955,BMP390,20.5,1007.51,-0.59,,,,,,
3127,235762291,BNO,165.23,-6.14,-88.88,7.25,15.75,-48.88,0.14,-0.28,-1.6
3128,235822917,GPS,0,0,0,0,0,0,,,
3129,235874088,BMP390,20.5,1007.51,-0.62,,,,,,
3130,235934630,BNO,158.04,-0.04,-83.66,7.25,15.75,-48.88,0.14,-0.28,-1.6
3131,235973005,BMP390,20.5,1007.5,-0.58,,,,,,
3132,236032328,BNO,156.46,0.17,-82.62,7.25,15.75,-48.88,0.14,-0.28,-1.6
3133,236092172,GPS,0,0,0,0,0,0,,,
3134,236143915,BMP390,20.5,1007.5,-0.58,,,,,,
3135,236203244,BNO,152.99,-2.29,-83.23,7.25,15.75,-48.88,0.14,-0.28,-1.6
3136,236242359,BMP390,20.5,1007.5,-0.53,,,,,,
3137,236301686,BNO,153.22,-2.95,-84.64,7.25,15.75,-48.88,0.14,-0.28,-1.6
3138,236362162,GPS,0,0,0,0,0,0,,,
3139,236413861,BMP390,20.5,1007.5,-0.56,,,,,,
3140,236473122,BNO,154.94,-2.81,-81.61,7.25,15.75,-48.88,0.14,-0.28,-1.6
3141,236511680,BMP390,20.5,1007.5,-0.57,,,,,,
3142,236570992,BNO,155.3,-2.94,-80.52,7.25,15.75,-48.88,0.14,-0.28,-1.6
3143,236631390,GPS,0,0,0,0,0,0,,,
3144,236682422,BMP390,20.5,1007.5,-0.55,,,,,,
3145,236741707,BNO,153.88,-3.82,-78.06,7.25,15.75,-48.88,0.14,-0.28,-1.6
3146,236779598,BMP390,20.49,1007.51,-0.59,,,,,,
3147,236838885,BNO,151.62,-3.51,-77.68,7.25,15.75,-48.88,0.14,-0.28,-1.6
3148,236900551,GPS,0,0,0,0,0,0,,,
3149,236951621,BMP390,20.49,1007.5,-0.59,,,,,,
3150,237010942,BNO,141.78,-3.02,-76.98,7.25,15.75,-48.88,0.14,-0.28,-1.6
3151,237048669,BMP390,20.49,1007.51,-0.6,,,,,,
3152,237107946,BNO,141.78,-3.02,-76.98,7.25,15.75,-48.88,0.32,-1.01,-0.59
3153,237168391,GPS,0,0,0,0,0,0,,,
3154,237218298,BMP390,20.49,1007.51,-0.62,,,,,,
3155,237277585,BNO,141.78,-3.02,-76.98,7.25,15.75,-48.88,0.65,-0.77,0.81
3156,237315547,BMP390,20.49,1007.5,-0.57,,,,,,
3157,237382147,BNO,141.78,-3.02,-76.98,7.25,15.75,-48.88,0.16,1.18,0.94
3158,237443130,GPS,0,0,0,0,0,0,,,
3159,237494932,BMP390,20.49,1007.5,-0.57,,,,,,
3160,237554257,BNO,115.94,1.11,-80.57,7.25,15.75,-48.88,0.16,1.18,0.94
3161,237591837,BMP390,20.49,1007.5,-0.58,,,,,,
3162,237651612,BNO,114.6,1.04,-79.44,7.25,15.75,-48.88,0.16,1.18,0.94
3163,237711489,GPS,0,0,0,0,0,0,,,
3164,237762171,BMP390,20.49,1007.51,-0.6,,,,,,
3165,237821479,BNO,114.6,1.04,-79.44,7.25,15.75,-48.88,-0.73,-0.3,0.13
3166,237858401,BMP390,20.49,1007.5,-0.58,,,,,,
3167,237917725,BNO,109.34,-1.35,-78.7,7.25,15.75,-48.88,-0.73,-0.3,0.13
3168,237978368,GPS,0,0,0,0,0,0,,,
3169,238028280,BMP390,20.49,1007.5,-0.56,,,,,,
3170,238087585,BNO,109.34,-1.35,-78.7,21.31,15.25,-53.19,-0.73,-0.3,0.13
3171,238125850,BMP390,20.49,1007.5,-0.58,,,,,,
3172,238185195,BNO,105.89,-1.56,-77.39,21.31,15.25,-53.19,-0.73,-0.3,0.13
3173,238245322,GPS,0,0,0,0,0,0,,,
3174,238297300,BMP390,20.49,1007.5,-0.57,,,,,,
3175,238356601,BNO,104.4,-1.07,-76.82,21.31,15.25,-53.19,-0.73,-0.3,0.13
3176,238394962,BMP390,20.49,1007.51,-0.59,,,,,,
3177,238454220,BNO,104.4,-1.07,-76.82,21.31,15.25,-53.19,0.49,0.87,0.23
3178,238514064,GPS,0,0,0,0,0,0,,,
3179,238565773,BMP390,20.49,1007.51,-0.62,,,,,,
3180,238625045,BNO,104.4,-1.07,-76.82,21.31,15.69,-49.56,0.49,0.87,0.23
3181,238662855,BMP390,20.49,1007.51,-0.65,,,,,,
3182,238722166,BNO,104.4,-1.07,-76.82,21.31,15.69,-49.56,0.1,-0.24,-0.14
3183,238782731,GPS,0,0,0,0,0,0,,,
3184,238834297,BMP390,20.49,1007.5,-0.56,,,,,,
3185,238894029,BNO,104.4,-1.07,-76.82,21.31,15.69,-49.56,-0.39,-0.14,-0.39
3186,238931874,BMP390,20.48,1007.5,-0.57,,,,,,
3187,238991176,BNO,104.4,-1.07,-76.82,21.5,16.31,-47.81,-0.39,-0.14,-0.39
3188,239051672,GPS,0,0,0,0,0,0,,,
3189,239102849,BMP390,20.48,1007.5,-0.59,,,,,,
3190,239162168,BNO,95.18,2.22,-78.98,21.5,16.31,-47.81,-0.39,-0.14,-0.39
3191,239200106,BMP390,20.48,1007.5,-0.55,,,,,,
3192,239259389,BNO,94.85,3.67,-78.97,21.5,16.31,-47.81,-0.39,-0.14,-0.39
3193,239321022,GPS,0,0,0,0,0,0,,,
3194,239372385,BMP390,20.48,1007.5,-0.59,,,,,,
3195,239431628,BNO,94.85,3.67,-78.97,25,15.94,-45.25,-0.39,-0.14,-0.39
3196,239470484,BMP390,20.48,1007.5,-0.55,,,,,,
3197,239529787,BNO,94.55,4.22,-79.78,25,15.94,-45.25,-0.39,-0.14,-0.39
3198,239590434,GPS,0,0,0,0,0,0,,,
3199,239641792,BMP390,20.48,1007.49,-0.46,,,,,,
3200,239701558,BNO,94.55,4.22,-79.78,25,15.94,-45.25,-0.13,-1.39,-0.08
3201,239740660,BMP390,20.48,1007.49,-0.43,,,,,,
3202,239799989,BNO,94.55,4.22,-79.78,25,15.94,-45.25,-0.1,0.95,0.5
3203,239861260,GPS,0,0,0,0,0,0,,,
3204,239912888,BMP390,20.48,1007.49,-0.45,,,,,,
3205,239972162,BNO,94.55,4.22,-79.78,25,15.94,-45.25,-0.03,1.29,1.34
3206,240009324,BMP390,20.48,1007.49,-0.49,,,,,,
3207,240068603,BNO,95.76,5.9,-85.06,25,15.94,-45.25,-0.03,1.29,1.34
3208,240128563,GPS,0,0,0,0,0,0,,,
3209,240179172,BMP390,20.48,1007.49,-0.45,,,,,,
3210,240238429,BNO,95.76,5.9,-85.06,27.5,17.31,-39.69,-0.03,1.29,1.34
3211,240276909,BMP390,20.48,1007.48,-0.38,,,,,,
3212,240337888,BNO,95.76,5.9,-85.06,26.38,18.19,-39.13,-0.03,1.29,1.34
3213,240398513,GPS,0,0,0,0,0,0,,,
3214,240448801,BMP390,20.48,1007.48,-0.39,,,,,,
3215,240508143,BNO,95.76,5.9,-85.06,24.31,19.31,-37.5,-0.03,1.29,1.34
3216,240546569,BMP390,20.48,1007.48,-0.4,,,,,,
3217,240605871,BNO,96.77,5.92,-87.73,24.31,19.31,-37.5,-0.03,1.29,1.34
3218,240665762,GPS,0,0,0,0,0,0,,,
3219,240718713,BMP390,20.47,1007.48,-0.35,,,,,,
3220,240777999,BNO,95.41,3.57,-86.91,24.31,19.31,-37.5,-0.03,1.29,1.34
3221,240816876,BMP390,20.47,1007.48,-0.37,,,,,,
3222,240876649,BNO,94.44,2.48,-86.49,24.31,19.31,-37.5,-0.03,1.29,1.34
3223,240936701,GPS,0,0,0,0,0,0,,,
3224,240988414,BMP390,20.47,1007.47,-0.31,,,,,,
3225,241047661,BNO,92.63,4.37,-83.57,24.31,19.31,-37.5,-0.03,1.29,1.34
3226,241085942,BMP390,20.47,1007.48,-0.35,,,,,,
3227,241145276,BNO,93.07,6.2,-82.73,24.31,19.31,-37.5,-0.03,1.29,1.34
3228,241205869,GPS,0,0,0,0,0,0,,,
3229,241257218,BMP390,20.47,1007.47,-0.31,,,,,,
3230,241318236,BNO,94.22,5.33,-83.59,24.31,19.31,-37.5,-0.03,1.29,1.34
3231,241356736,BMP390,20.47,1007.47,-0.33,,,,,,
3232,241416065,BNO,94.22,5.33,-83.59,24.31,19.31,-37.5,-0.79,-0.4,-0.41
3233,241475888,GPS,0,0,0,0,0,0,,,
3234,241528415,BMP390,20.47,1007.48,-0.37,,,,,,
3235,241587695,BNO,94.84,7.13,-83.64,24.31,19.31,-37.5,-0.79,-0.4,-0.41
3236,241625397,BMP390,20.47,1007.48,-0.36,,,,,,
3237,241684736,BNO,97.7,8.97,-82.06,24.31,19.31,-37.5,-0.79,-0.4,-0.41
3238,241745116,GPS,0,0,0,0,0,0,,,
3239,241797186,BMP390,20.47,1007.47,-0.3,,,,,,
3240,241856464,BNO,97.7,8.97,-82.06,33.5,17.25,-49.19,-0.79,-0.4,-0.41
3241,241894414,BMP390,20.47,1007.47,-0.29,,,,,,
3242,241953744,BNO,97.7,8.97,-82.06,33.5,17.25,-49.19,-0.48,1.23,-0.07
3243,242014315,GPS,0,0,0,0,0,0,,,
3244,242066665,BMP390,20.47,1007.47,-0.29,,,,,,
3245,242126478,BNO,101.33,7.96,-84.46,33.5,17.25,-49.19,-0.48,1.23,-0.07
3246,242164382,BMP390,20.47,1007.48,-0.34,,,,,,
3247,242223702,BNO,101.33,7.96,-84.46,33.5,17.25,-49.19,1.05,0.49,0.13
3248,242285184,GPS,0,0,0,0,0,0,,,
3249,242336742,BMP390,20.47,1007.47,-0.3,,,,,,
3250,242396042,BNO,92.64,14.07,-81.03,33.5,17.25,-49.19,1.05,0.49,0.13
3251,242433804,BMP390,20.47,1007.47,-0.33,,,,,,
3252,242493165,BNO,92.64,14.07,-81.03,29.44,18.13,-42.56,1.05,0.49,0.13
3253,242553502,GPS,0,0,0,0,0,0,,,
3254,242604196,BMP390,20.47,1007.47,-0.29,,,,,,
3255,242663462,BNO,90.31,9.31,-84.18,29.44,18.13,-42.56,1.05,0.49,0.13
3256,242701742,BMP390,20.47,1007.47,-0.32,,,,,,
3257,242762950,BNO,88.4,8.79,-84.39,29.44,18.13,-42.56,1.05,0.49,0.13
3258,242823471,GPS,0,0,0,0,0,0,,,
3259,242874918,BMP390,20.47,1007.48,-0.34,,,,,,
3260,242934215,BNO,88.4,8.79,-84.39,29.44,18.13,-42.56,-1.12,1.07,1.02
3261,242972023,BMP390,20.46,1007.48,-0.38,,,,,,
3262,243031342,BNO,88.4,8.79,-84.39,29.44,18.13,-42.56,-0.61,0.07,0.24
3263,243091093,GPS,0,0,0,0,0,0,,,
3264,243142122,BMP390,20.46,1007.48,-0.37,,,,,,
3265,243201431,BNO,43.12,3.23,-89.23,29.44,18.13,-42.56,-0.61,0.07,0.24
3266,243242065,BMP390,20.46,1007.48,-0.4,,,,,,
3267,243301419,BNO,35.64,4.09,-88.45,29.44,18.13,-42.56,-0.61,0.07,0.24
3268,243361848,GPS,0,0,0,0,0,0,,,
3269,243412695,BMP390,20.46,1007.48,-0.37,,,,,,
3270,243471995,BNO,35.64,4.09,-88.45,29.44,18.13,-42.56,-0.08,-0.62,0.48
3271,243512126,BMP390,20.46,1007.48,-0.37,,,,,,
3272,243571464,BNO,17.63,4.2,-86.79,29.44,18.13,-42.56,-0.08,-0.62,0.48
3273,243631896,GPS,0,0,0,0,0,0,,,
3274,243682832,BMP390,20.46,1007.48,-0.34,,,,,,
3275,243742165,BNO,17.63,4.2,-86.79,29.44,18.13,-42.56,0.52,0.29,0.07
3276,243781388,BMP390,20.46,1007.49,-0.45,,,,,,
3277,243840666,BNO,17.63,4.2,-86.79,29.44,18.13,-42.56,0.83,0.29,-0.67
3278,243900556,GPS,0,0,0,0,0,0,,,
3279,243952621,BMP390,20.46,1007.49,-0.48,,,,,,
3280,244011925,BNO,17.63,4.2,-86.79,3.13,18.5,-27.5,0.83,0.29,-0.67
3281,244050171,BMP390,20.46,1007.49,-0.47,,,,,,
3282,244109504,BNO,17.63,4.2,-86.79,3.13,18.5,-27.5,2.21,0.63,-2.27
3283,244170092,GPS,0,0,0,0,0,0,,,
3284,244219884,BMP390,20.46,1007.49,-0.46,,,,,,
3285,244280825,BNO,17.63,4.2,-86.79,4.19,18.81,-27.19,2.21,0.63,-2.27
3286,244318987,BMP390,20.46,1007.5,-0.51,,,,,,
3287,244378329,BNO,21.48,5.99,-82.69,4.19,18.81,-27.19,2.21,0.63,-2.27
3288,244438620,GPS,0,0,0,0,0,0,,,
3289,244489852,BMP390,20.46,1007.5,-0.57,,,,,,
3290,244549156,BNO,30.35,9.71,-82.83,4.19,18.81,-27.19,2.21,0.63,-2.27
3291,244586630,BMP390,20.46,1007.5,-0.56,,,,,,
3292,244645952,BNO,30.35,9.71,-82.83,4.19,18.81,-27.19,0.95,1.32,-0.93
3293,244705776,GPS,0,0,0,0,0,0,,,
3294,244758269,BMP390,20.46,1007.51,-0.59,,,,,,
3295,244817556,BNO,30.35,9.71,-82.83,13.69,16.94,-35,0.95,1.32,-0.93
3296,244856414,BMP390,20.46,1007.52,-0.69,,,,,,
3297,244915757,BNO,52.05,7.38,-79.84,13.69,16.94,-35,0.95,1.32,-0.93
3298,244976349,GPS,0,0,0,0,0,0,,,
3299,245028049,BMP390,20.46,1007.52,-0.72,,,,,,
3300,245087394,BNO,69.9,8.36,-80.14,13.69,16.94,-35,0.95,1.32,-0.93
3301,245126668,BMP390,20.45,1007.52,-0.69,,,,,,
3302,245185983,BNO,69.9,8.36,-80.14,19.81,14.44,-39.75,0.95,1.32,-0.93
3303,245247713,GPS,0,0,0,0,0,0,,,
3304,245299521,BMP390,20.45,1007.53,-0.78,,,,,,
3305,245358846,BNO,85.18,2.47,-80.67,19.81,14.44,-39.75,0.95,1.32,-0.93
3306,245396622,BMP390,20.45,1007.53,-0.79,,,,,,
3307,245455928,BNO,85.18,2.47,-80.67,19.81,14.44,-39.75,-0.87,-1.03,0.47
3308,245515733,GPS,0,0,0,0,0,0,,,
3309,245567567,BMP390,20.45,1007.52,-0.75,,,,,,
3310,245626873,BNO,85.18,2.47,-80.67,23.88,12.56,-50,-0.87,-1.03,0.47
3311,245665378,BMP390,20.45,1007.51,-0.66,,,,,,
3312,245726579,BNO,98.19,6.29,-79.78,23.88,12.56,-50,-0.87,-1.03,0.47
3313,245787243,GPS,0,0,0,0,0,0,,,
3314,245838506,BMP390,20.45,1007.52,-0.75,,,,,,
3315,245897821,BNO,98.19,6.29,-79.78,23.88,12.56,-50,0.92,0.81,0.29
3316,245935965,BMP390,20.45,1007.51,-0.64,,,,,,
3317,245995336,BNO,111.18,8.89,-86.13,23.88,12.56,-50,0.92,0.81,0.29
3318,246055353,GPS,0,0,0,0,0,0,,,
3319,246106756,BMP390,20.45,1007.5,-0.58,,,,,,
3320,246166069,BNO,117.64,6.93,-86.79,23.88,12.56,-50,0.92,0.81,0.29
3321,246204728,BMP390,20.45,1007.5,-0.57,,,,,,
3322,246264012,BNO,117.64,6.93,-86.79,23.5,14.13,-46,0.92,0.81,0.29
3323,246323856,GPS,0,0,0,0,0,0,,,
3324,246375336,BMP390,20.45,1007.49,-0.49,,,,,,
3325,246434585,BNO,117.83,10.45,-86.7,23.5,14.13,-46,0.92,0.81,0.29
3326,246473758,BMP390,20.45,1007.48,-0.41,,,,,,
3327,246533075,BNO,117.83,10.45,-86.7,23.5,14.13,-46,0.57,-1.27,1.25
3328,246593695,GPS,0,0,0,0,0,0,,,
3329,246646204,BMP390,20.45,1007.47,-0.3,,,,,,
3330,246705549,BNO,117.28,12.93,-82.65,23.5,14.13,-46,0.57,-1.27,1.25
3331,246745054,BMP390,20.45,1007.46,-0.21,,,,,,
3332,246804377,BNO,117.62,11.55,-83.64,23.5,14.13,-46,0.57,-1.27,1.25
3333,246864300,GPS,0,0,0,0,0,0,,,
3334,246915465,BMP390,20.45,1007.45,-0.13,,,,,,
3335,246974757,BNO,120.1,8.71,-82.81,23.5,14.13,-46,0.57,-1.27,1.25
3336,247012088,BMP390,20.45,1007.44,-0.01,,,,,,
3337,247071395,BNO,122.04,8.66,-85.06,23.5,14.13,-46,0.57,-1.27,1.25
3338,247131421,GPS,0,0,0,0,0,0,,,
3339,247185042,BMP390,20.45,1007.44,-0.01,,,,,,
3340,247244295,BNO,122.04,8.66,-85.06,23.5,14.13,-46,0.58,0.54,0.3
3341,247282446,BMP390,20.44,1007.44,-0.06,,,,,,
3342,247341816,BNO,131.2,8.38,-85.21,23.5,14.13,-46,0.58,0.54,0.3
3343,247402414,GPS,0,0,0,0,0,0,,,
3344,247454096,BMP390,20.44,1007.44,-0.02,,,,,,
3345,247513381,BNO,131.2,8.38,-85.21,23.5,14.13,-46,0.85,1.09,-0.14
3346,247551501,BMP390,20.44,1007.44,-0.04,,,,,,
3347,247610865,BNO,134.25,4.68,-85.53,23.5,14.13,-46,0.85,1.09,-0.14
3348,247672542,GPS,0,0,0,0,0,0,,,
3349,247725068,BMP390,20.44,1007.44,-0.07,,,,,,
3350,247784355,BNO,129.49,2.17,-85.08,23.5,14.13,-46,0.85,1.09,-0.14
3351,247821210,BMP390,20.44,1007.45,-0.14,,,,,,
3352,247880521,BNO,129.49,2.17,-85.08,23.56,22,-43,0.85,1.09,-0.14
3353,247940610,GPS,0,0,0,0,0,0,,,
3354,247992052,BMP390,20.44,1007.46,-0.2,,,,,,
3355,248051300,BNO,129.49,2.17,-85.08,23.56,22,-43,-0.2,-0.73,-0.07
3356,248089904,BMP390,20.44,1007.47,-0.33,,,,,,
3357,248149224,BNO,129.49,2.17,-85.08,24.06,21.38,-44,-0.2,-0.73,-0.07
3358,248211104,GPS,0,0,0,0,0,0,,,
3359,248263020,BMP390,20.44,1007.48,-0.37,,,,,,
3360,248322354,BNO,129.49,2.17,-85.08,24.88,20.94,-48.94,-0.2,-0.73,-0.07
3361,248361173,BMP390,20.44,1007.48,-0.41,,,,,,
3362,248420525,BNO,119.28,0.78,-76.57,24.88,20.94,-48.94,-0.2,-0.73,-0.07
3363,248480338,GPS,0,0,0,0,0,0,,,
3364,248531782,BMP390,20.44,1007.49,-0.43,,,,,,
3365,248591050,BNO,119.28,0.78,-76.57,24.88,20.94,-48.94,-0.03,-0.22,-0.71
3366,248630517,BMP390,20.44,1007.48,-0.41,,,,,,
3367,248689866,BNO,119.28,0.78,-76.57,23.56,21.5,-50.13,-0.03,-0.22,-0.71
3368,248750137,GPS,0,0,0,0,0,0,,,
3369,248799987,BMP390,20.44,1007.49,-0.5,,,,,,
3370,248859222,BNO,119.28,0.78,-76.57,23.56,21.5,-50.13,-0.46,-0.16,0
3371,248897076,BMP390,20.44,1007.49,-0.47,,,,,,
3372,248956414,BNO,119.28,0.78,-76.57,23.56,21.5,-50.13,-0.2,-0.19,-0.01
3373,249017025,GPS,0,0,0,0,0,0,,,
3374,249068509,BMP390,20.44,1007.49,-0.49,,,,,,
3375,249127837,BNO,118.55,2.22,-70.67,23.56,21.5,-50.13,-0.2,-0.19,-0.01
3376,249167355,BMP390,20.44,1007.49,-0.48,,,,,,
3377,249226688,BNO,118.26,2.54,-69.97,23.56,21.5,-50.13,-0.2,-0.19,-0.01
3378,249286498,GPS,0,0,0,0,0,0,,,
3379,249339706,BMP390,20.44,1007.49,-0.48,,,,,,
3380,249399000,BNO,117.47,2.31,-69.9,23.56,21.5,-50.13,-0.2,-0.19,-0.01
3381,249437368,BMP390,20.43,1007.48,-0.42,,,,,,
3382,249496701,BNO,117.77,2.67,-69.13,23.56,21.5,-50.13,-0.2,-0.19,-0.01
3383,249557153,GPS,0,0,0,0,0,0,,,
3384,249610160,BMP390,20.43,1007.49,-0.49,,,,,,
3385,249669442,BNO,118.7,2.64,-69.25,23.56,21.5,-50.13,-0.2,-0.19,-0.01
3386,249707751,BMP390,20.43,1007.5,-0.52,,,,,,
3387,249767067,BNO,118.84,2.36,-69.87,23.56,21.5,-50.13,-0.2,-0.19,-0.01
3388,249827540,GPS,0,0,0,0,0,0,,,
3389,249878573,BMP390,20.43,1007.49,-0.47,,,,,,
3390,249937940,BNO,120.16,3.15,-68.88,23.56,21.5,-50.13,-0.2,-0.19,-0.01
3391,249976621,BMP390,20.43,1007.49,-0.47,,,,,,
3392,250035909,BNO,119.94,3.4,-68.89,23.56,21.5,-50.13,-0.2,-0.19,-0.01
3393,250097676,GPS,0,0,0,0,0,0,,,
3394,250149455,BMP390,20.43,1007.49,-0.46,,,,,,
